link,query,name,industry,location,description,website,size,logo,specialities,yearFounded,linkedinID,employeesOnLinkedIn,RelatedCompany1LinkedInURL,RelatedCompany1Name,RelatedCompany1Sector,RelatedCompany1EmployeesRange,RelatedCompany2LinkedInURL,RelatedCompany2Name,RelatedCompany2Sector,RelatedCompany2EmployeesRange,RelatedCompany3LinkedInURL,RelatedCompany3Name,RelatedCompany3Sector,RelatedCompany3EmployeesRange,RelatedCompany4LinkedInURL,RelatedCompany4Name,RelatedCompany4Sector,RelatedCompany4EmployeesRange,RelatedCompany5LinkedInURL,RelatedCompany5Name,RelatedCompany5Sector,RelatedCompany5EmployeesRange,RelatedCompany6LinkedInURL,RelatedCompany6Name,RelatedCompany6Sector,RelatedCompany6EmployeesRange,timestamp
https://www.linkedin.com/company/ergon-energy,https://www.linkedin.com/company/ergon-energy,Ergon Energy,Utilities,"Townsville, Qld","Ergon Energy supplies electricity to over 733,000 customers across a vast operating area of over one million square kilometres – around 97% of the state of Queensland – from the expanding coastal and rural population centres to the remote communities of outback Queensland and the Torres Strait.

We are all about providing safe, reliable, efficient and sustainable energy solutions to support our customers and the Queensland economy. To make this happen, Ergon Energy has almost 4,500 employees and an $11.5 billion asset base.

Ergon Energy was formed in 1999 by the Queensland Government, from the then six regional Queensland electricity distributors and their subsidiary retailer. Our next chapter is as a merged entity with Energex Limited, under the newly formed Energy Queensland Limited.",http://www.ergon.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C4D0BAQHM3kAyIpwJGA/company-logo_200_200/0?e=1548288000&v=beta&t=7RulZGMfRrwzJLLMtevT_4o3CkgXlheIF-zXJE6_4M0,Electricity Distribution and Electricity Retailer,1999,163671,1765,https://www.linkedin.com/company/energyq/,Energy Queensland,,"5,001-10,000 employees",https://www.linkedin.com/company/energex/,Energex,,"1,001-5,000 employees",https://www.linkedin.com/company/powerlink-queensland/,Powerlink Queensland,,"501-1,000 employees",https://www.linkedin.com/company/ergon-inc/,Ergon Inc.,,"1,001-5,000 employees",https://www.linkedin.com/company/origin-energy/,Origin Energy,,"5,001-10,000 employees",https://www.linkedin.com/company/ergon-energy-retail/,Ergon Energy Retail,,201-500 employees,2018-10-23T03:44:28.243Z
https://www.linkedin.com/company/fairfax-media,https://www.linkedin.com/company/fairfax-media,Fairfax Media,Online Media,"Sydney, New South Wales","Fairfax Media Limited [ASX:FXJ] is an innovative and digitally progressive media company in Australia and New Zealand - the trusted voice informing, engaging and entertaining audiences and communities via newspapers, websites, radio stations, events and dynamic digital venues. 

Fairfax operates several broadly-based services businesses spanning marketing, property, entertainment and beyond. Fairfax’s independent journalism and quality content has been keeping people informed and connected for more than 185 years. Business divisions include Australian Metro Publishing, Australian Community Media, Digital Ventures, Stuff (Fairfax New Zealand) and Fairfax Events & Entertainment. 

Fairfax Media has a portfolio of leading websites, tablet and smartphone apps, including the online news sites afr.com, smh.com.au and theage.com.au in Australia and stuff.co.nz in New Zealand. The group also has leading classified and transaction websites in Australia.

Fairfax Media publishes metropolitan, agricultural, regional and community newspapers, financial and consumer magazines. In Australia, mastheads include The Sydney Morning Herald, The Age, The Australian Financial Review, The Canberra Times, The Sun-Herald, and The Land. In New Zealand mastheads include The Dominion Post, The Press, The Sunday Star-Times, TV Guide, NZ House and Garden and New Zealand Fishing News, as well as agricultural publications.

Fairfax Media has a 59.4% shareholding in real estate media and technology services business Domain Holdings Australia [ASX:DHG]; a 54.5% interest in radio broadcaster Macquarie Media Limited [ASX:MRN] with No. 1 stations in Sydney (2GB) and Melbourne (3AW); a 50% interest in Australia's leading subscription video on demand (SVOD) service Stan; and other investments.",http://www.fairfaxmedia.com.au/,"5,001-10,000 employees",https://media.licdn.com/dms/image/C560BAQGVc_FKEd-Kfw/company-logo_200_200/0?e=1548288000&v=beta&t=T3xcNf-WAKyU15bIPPMeTpv8qt5T0CsCCgdHOUo4CRk,"News gathering & publishing across print (newspapers & magazines), online & radio, and media",,"5180,5177,2840215",5621,https://www.linkedin.com/company/news-corp-australia/,News Corp Australia,,"5,001-10,000 employees",https://www.linkedin.com/company/newscorp/,News Corp,,"10,001+ employees",https://www.linkedin.com/company/nine-entertainment-co./,Nine Entertainment Co.,,"1,001-5,000 employees",https://www.linkedin.com/company/australian-broadcasting-corporation/,Australian Broadcasting Corporation (ABC),,"1,001-5,000 employees",https://www.linkedin.com/company/acp/,Bauer Media Australia,,"1,001-5,000 employees",https://www.linkedin.com/company/domain-com-au/,Domain,,"501-1,000 employees",2018-10-23T03:44:30.630Z
https://www.linkedin.com/company/fortescue-metals-group,https://www.linkedin.com/company/fortescue-metals-group,Fortescue Metals Group,Mining & Metals,"East Perth, Western Australia","Fortescue Metals Group is a global leader in the iron ore industry, recognised for its culture, innovation and industry-leading development of world class infrastructure and mining assets in the Pilbara, Western Australia.

Since it was founded in 2003, Fortescue has discovered and developed major iron ore deposits and  constructed some of the most significant mines in the world.

Now producing 165 – 170 million tonnes of iron ore per annum, the Company has grown to be one of the largest global iron ore producers and is focussed on its vision of being the safest, lowest cost, most profitable iron ore producer.

The Company’s operations span four mine sites in the Pilbara. The Chichester Hub, which includes the Cloudbreak and Christmas Creek mines, is located in the Chichester Ranges and the Solomon Hub, in
the Hamersley Ranges, includes the Firetail and Kings Valley mines.

Fortescue owns and operates an integrated supply chain including its five berth Herb Elliott Port in Port Hedland and the fastest, heavy haul railway in the world with up to 42 tonne axle load capacity over
620km of track. With only a ten-day seaborne journey from Port Hedland to China, Fortescue has longstanding relationships with customers and stakeholders in China and has contributed to China’s
remarkable economic development and ongoing urban growth.

Embracing innovation is deeply engrained in Fortescue’s approach to business, as the first company in Western Australia to control a railway from outside a region of operation and the first company in
the world to use CAT autonomous haulage technology on a commercial scale.

As a proud West Australian company, Fortescue values its relationship with key stakeholders by working together to positively manage and create opportunities for Aboriginal people, build up communities, protect the environment and strengthen the broader Australian economy.",http://www.fmgl.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C4D0BAQHSP38bx6bWGg/company-logo_200_200/0?e=1548288000&v=beta&t=woNzQztJ393a2AVkpZiTwGNheFWh4ZouwxGuBmd2D50,Mining and Metals and Iron Ore,2003,811057,3548,https://www.linkedin.com/company/rio-tinto/,Rio Tinto,,"10,001+ employees",https://www.linkedin.com/company/bhp/,BHP,,"10,001+ employees",https://www.linkedin.com/company/newcrest-mining/,Newcrest Mining,,"10,001+ employees",https://www.linkedin.com/company/roy-hill/,Roy Hill,,"1,001-5,000 employees",https://www.linkedin.com/company/mineral-resources-limited/,Mineral Resources Limited,,"1,001-5,000 employees",https://www.linkedin.com/company/northern-star-resources-limited/,Northern Star Resources Limited,,"1,001-5,000 employees",2018-10-23T03:44:32.736Z
https://www.linkedin.com/company/foster-group,https://www.linkedin.com/company/foster-group,Foster Group,Financial Services,"West Des Moines, IA","Since 1989, the team at Foster Group has been committed to helping you feel Truly Cared For™. Spanning our ownership over 3 generations of employees is just the start. Being an SEC-regulated fiduciary and our belief in fee-only compensation structures with our clients also ensures that we put your best interests first.

We believe in clients having full-access to the collective abilities of all our team members, rather than being served by just a single advisor. And, perhaps most importantly, we are committed to going beyond the portfolio, to understand the hearts and purposes of our clients.

We display our values-driven approach not just in what we say, but in how we serve our clients, our communities, and our fellow team members. By advancing our advice with science and getting the right people in the right positions, we are in constant pursuit of a better client experience.

We offer clients a full complement of financial services, including investment management for individuals and institutions, qualified retirement plan consulting and design, and advanced financial planning services.

We invite you to enter into a conversation, into our world of expertise, and into a long-lasting relationship in which we do everything within our power to live up to our promises.",http://www.fostergrp.com/,51-200 employees,https://media.licdn.com/dms/image/C560BAQHNvz4-GjNGZQ/company-logo_200_200/0?e=1548288000&v=beta&t=MnLkX1B148-XYgJE-E4x8TL8WcK_HkecGSa0Pd77FhI,"Investment Management for Individuals and Institutions, Comprehensive Financial Planning, Life Planning, 401K Consulting, and Retirement Planning",1989,589027,56,https://www.linkedin.com/company/fostergroup/,Foster Group,,2-10 employees,https://www.linkedin.com/company/foster-group_2/,FOSTER GROUP,,51-200 employees,https://www.linkedin.com/company/the-foster-group/,The Foster Group,,51-200 employees,https://www.linkedin.com/company/principalfinancialgroup/,Principal Financial Group,,"10,001+ employees",https://www.linkedin.com/company/lincoln-savings-bank/,Lincoln Savings Bank,,201-500 employees,https://www.linkedin.com/company/wellmark/,Wellmark Blue Cross and Blue Shield,,"1,001-5,000 employees",2018-10-23T03:44:35.476Z
https://www.linkedin.com/company/foxtel,https://www.linkedin.com/company/foxtel,Foxtel,Broadcast Media,"North Ryde, SYDNEY","Foxtel is one of Australia's most progressive and dynamic media companies, directly employing more than 2,800 people, and delivering a diverse subscription television service to both regional and metropolitan areas over cable, satellite and broadband distribution.

We offer a better entertainment experience every day to each one of our 2.8 million subscribing homes through delivery of exclusive and inspiring programming across all genres, the world’s most popular channel brands, and investment in high quality local content.

In addition, the subscription television sector invests around $700 million every year in new and original Australian content. In addition to its own employees, a further 2,000 Australians are employed by our partners to install and support Foxtel’s service around the nation.

The Foxtel Television Centre at North Ryde in Sydney is the headquarters of Foxtel's national subscription television operations and houses Foxtel's television studios, broadcast operations and cable and satellite transmission facilities. Foxtel also operates two Customer Solutions Centres based at Moonee Ponds in Melbourne, and Robina on the Gold Coast.",http://www.foxtel.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C560BAQGQyOSn-ujokg/company-logo_200_200/0?e=1548288000&v=beta&t=tZXBTd4aigdZ-KGaKVPpCXCDqmnZ2ptq_udEhWot-YU,"Broadcasting, High Definition, and Production. Technology",,8900,2041,https://www.linkedin.com/company/fox-sports/,FOX SPORTS Australia,,201-500 employees,https://www.linkedin.com/company/nine-entertainment-co./,Nine Entertainment Co.,,"1,001-5,000 employees",https://www.linkedin.com/company/australian-broadcasting-corporation/,Australian Broadcasting Corporation (ABC),,"1,001-5,000 employees",https://www.linkedin.com/company/network-ten/,Network Ten,,"1,001-5,000 employees",https://www.linkedin.com/company/qantas/,Qantas,,"10,001+ employees",https://www.linkedin.com/company/seven-network-limited/,Seven Network,,"1,001-5,000 employees",2018-10-23T03:44:37.508Z
https://www.linkedin.com/company/franklin-templeton-investments,https://www.linkedin.com/company/franklin-templeton-investments,Franklin Templeton Investments,Financial Services,"San Mateo, California","Franklin Resources, Inc. (www.franklinresources.com) is a global investment management organization operating as Franklin Templeton Investments. 

The products, services, information and materials referenced in this site may not be available to residents in certain jurisdictions. Consult with your investment adviser or contact your local Franklin Templeton office for more information.  This site and the information contained herein is not intended to constitute an offer to sell or an invitation or solicitation of an offer to buy any product or service by Franklin Templeton Investments.  Nothing in this website should be construed as investment, tax, legal or other advice. All investments involve risks, including potential loss of principal.

LinkedIn is owned by a third party unaffiliated with us. We are not responsible for LinkedIn’s privacy, security, or terms of use policies that control this service, nor their content, software, or tools (or those of any third party’s) that are available through links from this page. You use any third-party site/media, software and materials at your own risk. 

US readers: Franklin Templeton Distributors, Inc. only offers U.S. registered Franklin Templeton products. 
View our Terms and Conditions at www.franklintempleton.com/linkedin

Non-US readers: View our Terms and Conditions at www.franklinresources.com/linkedin

©2018 Franklin Templeton Investments. All rights reserved.",http://www.franklinresources.com/,"5,001-10,000 employees",https://media.licdn.com/dms/image/C560BAQEAMGpyfIfgfg/company-logo_200_200/0?e=1548288000&v=beta&t=M9tzLAxUWy_JZ3OFxpwyHMZjkcDqEAeTqSHkn-7dhbM,"By bringing together multiple, specialized investment teams in a single firm, we are able to offer investment expertise across styles and asset classes, all supported by the strength and resources of one of the world’s largest asset managers.",1947,3676,9587,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-23T03:44:39.775Z
https://www.linkedin.com/company/funnelback,https://www.linkedin.com/company/funnelback,Funnelback,Information Technology and Services,"Canberra, ACT","Funnelback is the leading-edge Search and Insight Engine, recognized by leading analysts as a Challenger insight engine. Funnelback empowers your organization to create better, more personalized user experiences and the strategic insights to drive conversions.

A sophisticated search platform for both site search and enterprise search, Funnelback also offers prebuilt solutions and tools across verticals from finance to higher education. Each edition also includes world-class web governance tools such as an Accessibility Auditor, Content Auditor, and an SEO Auditor out of the box.

Powered by machine learning and advanced algorithms, Funnelback enables your users to surface just the content they need, just in time.",http://www.funnelback.com/,51-200 employees,https://media.licdn.com/dms/image/C4D0BAQHdy1A6B3L81Q/company-logo_200_200/0?e=1548288000&v=beta&t=pCQgD8uS43I4GjSfzbvJ9MJy7x40z3YbjBWk8iHCDes,"Web content accessibility solutions, Digital marketing, Accessibility, Site search, Enterprise search, Insight engine, Accessibility, Search, Internal search, Enterprise search, Web search, SEO, Webmaster Tools, Web Accessibility, Intelligent search, and Knowledge management",2000,74434,44,https://www.linkedin.com/company/squiz/,Squiz,,"501-1,000 employees",https://www.linkedin.com/company/docebo-srl/,Docebo,,201-500 employees,https://www.linkedin.com/company/tigerspike/,Tigerspike,,201-500 employees,https://www.linkedin.com/company/saasrec/,SaaSRec,,2-10 employees,https://www.linkedin.com/company/funnelback-uk-limited/,FUNNELBACK UK LIMITED,,none,https://www.linkedin.com/company/assembly-payments/,Assembly Payments,,51-200 employees,2018-10-23T03:44:41.799Z
https://www.linkedin.com/company/golden-north-van-lines-inc.,https://www.linkedin.com/company/golden-north-van-lines-inc.,"GOLDEN NORTH VAN LINES, INC.",Transportation/Trucking/Railroad,"Anchorage, Alaska","Golden North Van Lines, Inc. is more than just an example of corporate business success. It is a continuing success story of excellent management, office staff, van operators, movers, operations managers, and sales representatives. Their continuing dedication has made Golden North the most progressive and successful moving company in Alaska. The Halverson family opened and Incorporated Golden North in 1976 with offices in both Anchorage and Fairbanks. In 1981 Steve Halverson became Owner and President of the Anchorage moving company. In 1984, Golden North became the carrier representative for United Van Lines, Inc. in Alaska. Today, Golden North Van Lines continues its growth and dedication towards becoming the leading moving company and relocation service in Alaska.",http://goldennorthvanlines.com/,51-200 employees,https://media.licdn.com/dms/image/C4E0BAQHfie2E_lhg2A/company-logo_200_200/0?e=1548288000&v=beta&t=R4Ltt3otHBu9nE7rwK_SVJSkZv1rzAAGhPzMbF9rHiY,"International Relocations, Office Locals, Statewide Relocations, Domestic Relocations, Specialty Crating, LTL Freight Service, Rural Alaska, White Glove Service, and Third Party Services",1976,15398828,16,https://www.linkedin.com/company/senate-forwarding-inc/,Senate Forwarding Inc,,11-50 employees,https://www.linkedin.com/company/devries-moving-packing-storage/,Devries Moving Packing Storage,,11-50 employees,https://www.linkedin.com/company/tier-one-relocation-llc/,Tier One Relocation LLC,,51-200 employees,https://www.linkedin.com/company/central-van-and-storage-pittsburgh-office/,"Central Van & Storage, Inc.",,51-200 employees,https://www.linkedin.com/company/golden-services-llc/,Golden Services LLC,,none,https://www.linkedin.com/company/tristar-freight-forwarders-private-limited/,TRISTAR FREIGHT FORWARDERS PRIVATE LIMITED,,none,2018-10-23T03:44:43.815Z
https://www.linkedin.com/company/harvey-norman,https://www.linkedin.com/company/harvey-norman,Harvey Norman,Retail,"Homebush West, NSW","Harvey Norman Holdings Ltd, a public company that, as a franchisor, grants franchises to independent business operators, as business owners who retail products for the home and office in the following 
categories: Electrical, Computers & Communications, Small Appliances, Furniture, Bedding & Manchester, Home Improvements, Lighting and Carpet & Flooring. 
There are Harvey Norman stores in Australia, New Zealand, Slovenia, Ireland, Singapore and Malaysia.
Harvey Norman has become a household name and everyone is familiar with the slogan ‘Go Harvey, Go Harvey, Go Harvey Norman’. This company motto, much like the supporting anthem for a favourite sporting team, conveys the enthusiasm and entrepreneurial spirit embedded in the Franchise operators and the Harvey Norman culture.",http://www.harveynorman.com.au/,"10,001+ employees",https://media.licdn.com/dms/image/C4D0BAQGzkSoAvyDODA/company-logo_200_200/0?e=1548288000&v=beta&t=241XPNTE2MtbIG5EXyFLc83w6SG6s23Wc_Mr2MGnDzk,Retailing,1982,13697,4585,https://www.linkedin.com/company/jb-hifi/,JB Hi-Fi,,"5,001-10,000 employees",https://www.linkedin.com/company/harvey-norman-ireland/,Harvey Norman Ireland,,"501-1,000 employees",https://www.linkedin.com/company/the-good-guys/,The Good Guys,,"1,001-5,000 employees",https://www.linkedin.com/company/harvey-norman-commercial-division/,Harvey Norman Commercial Division,,201-500 employees,https://www.linkedin.com/company/jbhifisolutions/,JB Hi-Fi Solutions,,"501-1,000 employees",https://www.linkedin.com/company/coles/,Coles,,"10,001+ employees",2018-10-23T03:44:45.885Z
https://www.linkedin.com/company/holden-special-vehicles,https://www.linkedin.com/company/holden-special-vehicles,HSV - Holden Special Vehicles,Automotive,"Melbourne, Vic","Australia's favourite luxury and high performance car company.

HSV has produced over 80,000 vehicles since unveiling the first 'Walkinshaw' at the Sydney Motor Show in 1987.
Since then, the company has successfully combined the best new technologies – like Enhanced Driver Interface (EDI), Side Blind Zone Alert (SBZA), Competition Mode ESC and Daytime Running Lamps (DRLs) – with distinctive HSV styling, to create vehicles Australians love to drive.",http://www.hsv.com.au/,51-200 employees,https://media.licdn.com/dms/image/C4E0BAQE_-0y26Jy0_g/company-logo_200_200/0?e=1548288000&v=beta&t=uGqiU555WbkYd07QEWmGr59D51OQGufT9Gy0WFSuPJE,,1987,317717,153,https://www.linkedin.com/company/walkinshaw-racing/,Walkinshaw Racing,,51-200 employees,https://www.linkedin.com/company/walkinshaw-automotice-group/,Walkinshaw Automotive Group,,51-200 employees,https://www.linkedin.com/company/gm_holden/,Holden,,"5,001-10,000 employees",https://www.linkedin.com/company/holden-racing-team/,Holden Racing Team,,51-200 employees,https://www.linkedin.com/company/hsv/,Hsv,,none,https://www.linkedin.com/company/hamburger-sport-verein/,HSV,,201-500 employees,2018-10-23T03:44:47.489Z
https://www.linkedin.com/company/iag,https://www.linkedin.com/company/iag,IAG,Insurance,"Sydney, NSW","IAG is Australia and New Zealand's largest general insurance company with a purpose to make your world a safer place, whether you are a customer, partner, employee, shareholder or part of the communities IAG serves across Australia, New Zealand and Asia.

Our businesses have helped people recover from natural disasters, accidents and loss since 1851. We operate in Australia, New Zealand, Thailand and Vietnam, providing insurance under many leading brands, including NRMA Insurance, CGU, SGIO, SGIC, WFI and Lumley Insurance (Australia); NZI, State, AMI and Lumley Insurance (New Zealand); Safety and NZI (Thailand); and AAA Assurance (Vietnam).  We also have interests in general insurance joint ventures in Malaysia and India. 

Increasingly, we see our role extending beyond paying claims to increasing awareness of risk, and helping communities reduce and prevent risk. We believe it is our responsibility as an industry leader to use our influence and role as a major investor, purchaser and employer for the good of everyone.

For further information please visit www.iag.com.au.",http://www.iag.com.au/,"10,001+ employees",https://media.licdn.com/dms/image/C4E0BAQGtj5VPQrYJ3w/company-logo_200_200/0?e=1548288000&v=beta&t=KLQuIKoEPoH_mMLHjWEvruZjZZFqrW36RZUgwOECbbk,"Underwriting, Home & Motor Claims, CTP, Life Insurance, Travel Insurance, Boat, Lifestyle & Leisure Insurance, Home Security, Risk, Reinsurance, and Shared Value",,"3687,283921,1405068,3629084",10090,https://www.linkedin.com/company/suncorp/,Suncorp Group,,"10,001+ employees",https://www.linkedin.com/company/qbe/,QBE Insurance,,"10,001+ employees",https://www.linkedin.com/company/cgu/,CGU Insurance,,"1,001-5,000 employees",https://www.linkedin.com/company/commonwealthbank/,Commonwealth Bank,,"10,001+ employees",https://www.linkedin.com/company/anz/,ANZ,,"10,001+ employees",https://www.linkedin.com/company/westpac/,Westpac,,"10,001+ employees",2018-10-23T03:44:49.552Z
https://www.linkedin.com/company/the-iq-group-australia,https://www.linkedin.com/company/the-iq-group-australia,The iQ Group Global,Biotechnology,"Sydney, NSW","The iQ Group Global provides a turnkey solution for life sciences companies, spanning corporate advisory and investment banking, through to research, development, commercialization and sales.  The Group facilitates an end to end solution along the drug lifecycle creating the medicines of tomorrow.

Our life science and pharmaceutical business unit collaborates with scientists the world over: identifying and owning Intellectual Property, creating and executing drug development plans from discovery to market. In addition, our dedicated investment banking business transforms biotech from an alternative investment option to a requisite mainstream capital market asset. We design and market innovative structured financial products and solutions. These provide entry and exit, investment and divestment, in the 12 or more-year drug development cycle. In this way, The iQ Group Global is bridging capital with science to create the medicines of the future.

The iQ Group Global consists of the following:

iQnovate Ltd (IQN: NSX)
Bridging science with business

iQ3Corp. Ltd (iQ3: ASX) 
Translating science into capital and beyond

iQX Investments Ltd (iQX: NSX)
Eradicating disease through capital investment

iQDex
iQDex Life Sciences Index

Clinical Research Corporation (CRC) Pty Ltd
Redefining Medical Affairs

FarmaForce Ltd (FFC:ASX)
Shaping the future, together

iQ Capital Inc
Our New York-based investment bank, investing in the medicines of the future

iQBiosensor
Saliva: The future of glucose monitoring

Capital Labs
A new era in startup venture funding",http://theiqgroupglobal.com/,51-200 employees,https://media.licdn.com/dms/image/C4E0BAQEt-sqiGN06vQ/company-logo_200_200/0?e=1548288000&v=beta&t=WeGZbhubXvgZnua5cwt1aWKkqJObvI_zon3fVlLEO58,"Biotech IP Asset management, Life Science & Investments, Medical / Clinical Research, Regulatory & Reimbursement Strategy, Medical Affairs, Contract Pharmaceutical Sales, Venture Capital, Structured Financial Products, Fund Management (iQ Series 8), Investment Banking on a global scale, and Marketing & Commercialisation Services",2011,3844014,53,https://www.linkedin.com/company/iq-group-australia/,"IQ Group, Australia",,51-200 employees,https://www.linkedin.com/company/crc-australia-clinical-research-corporation/,CRC Australia (Clinical Research Corporation),,51-200 employees,https://www.linkedin.com/company/iq-group/,IQ Group,,2-10 employees,https://www.linkedin.com/company/the-iq-group/,The IQ Group of Companies,,11-50 employees,https://www.linkedin.com/company/global-iq/,Global IQ,,11-50 employees,https://www.linkedin.com/company/mindfields-consulting/,Mindfields,,51-200 employees,2018-10-23T03:44:51.623Z
https://nz.linkedin.com/company/jb-hifi,https://nz.linkedin.com/company/jb-hifi,JB Hi-Fi,Consumer Electronics,,"The business was established in 1974 by Mr. John Barbuto (JB), trading from a single store in East Keilor, Victoria. He had one simple philosophy: to deliver a specialist range of Hi-Fi and recorded music at Australia's lowest prices.

The business was sold in 1983 and by 1999 another nine stores were opened.

In July 2000 JB Hi-Fi was purchased by private equity bankers and senior management with the aim of taking the successful model nationally.

In October 2003, JB Hi-Fi was floated on the Australian Stock Exchange.

Now, maintaining Barbuto's original philosophy, JB is one of Australasia's fastest growing and largest retailer of home entertainment.

In July 2004, JB bought the Queensland Clive Anthony chain of stores which sell consumer electronics, white goods, cooking appliances and air-conditioning.

JB stores offer the world's leading brands of Hi-Fi, Speakers, Televisions, DVD's, VCR's, Cameras, Car Sound, Home Theatre, Computers and Portable Audio and continues to stock an exclusive range of specialist Hi-Fi products.

JB Hi-Fi also offers the largest range of video games, recorded music, DVD music and DVD movies with over 50,000 CDs and most major studio DVD releases, all at cheap prices! Customers are able to buy online from our huge range of CDs, DVDs, and games (see home page).

JB Hi-Fi has it all - best brands, huge range, cheapest prices, convenient locations, but most importantly genuine personal service from our experienced specialist staff.",http://www.jbhifi.com.au/,"5,001-10,000 employees",https://media.licdn.com/dms/image/C560BAQHGEspCAimPNg/company-logo_200_200/0?e=1548288000&v=beta&t=BenFAUqeMsQh3NhBlmaUqQGMu1K-1KJph3bh7fm9DNY,,1974,"132733,17949",3602,https://www.linkedin.com/company/jbhifisolutions/,JB Hi-Fi Solutions,,"501-1,000 employees",https://www.linkedin.com/company/harvey-norman/,Harvey Norman,,"10,001+ employees",https://www.linkedin.com/company/the-good-guys/,The Good Guys,,"1,001-5,000 employees",https://www.linkedin.com/company/eb-games-australia/,EB Games Australia,,"1,001-5,000 employees",https://www.linkedin.com/company/kogan/,Kogan.com,,51-200 employees,https://www.linkedin.com/company/kmart-australia-limited/,Kmart Australia Limited,,"10,001+ employees",2018-10-23T03:44:53.238Z
https://www.linkedin.com/company/king-furniture-australia-pty--ltd-,https://www.linkedin.com/company/king-furniture-australia-pty--ltd-,King Living,Furniture,,"King Living has designed and manufactured contemporary, award-winning furniture since 1977.

Design is our passion, differentiation our strength – our reputation is built on steel frames that deliver the best in support and comfort.

There are King Living Showrooms in most states of Australia as well as New Zealand, Singapore and Malaysia.",http://www.kingliving.com/,201-500 employees,https://media.licdn.com/dms/image/C560BAQGadf7CSzvO7g/company-logo_200_200/0?e=1548288000&v=beta&t=IjvyzvgD2orpqkrHw5Uc4QonuLcmxocnCRohpjazYCU,,1977,1465578,140,https://www.linkedin.com/company/king-furniture/,King Furniture,,11-50 employees,https://www.linkedin.com/company/nick-scali-furniture/,Nick Scali Furniture,,"501-1,000 employees",https://www.linkedin.com/company/space-furniture/,Space Furniture,,51-200 employees,https://www.linkedin.com/company/king-living/,King Living,,none,https://www.linkedin.com/company/fantastic-furniture/,Fantastic Furniture,,"501-1,000 employees",https://www.linkedin.com/company/esr-group-holdings/,Early Settler,,201-500 employees,2018-10-23T03:44:55.582Z
https://www.linkedin.com/company/kleenmaid,https://www.linkedin.com/company/kleenmaid,Kleenmaid,Retail,,,,"1,001-5,000 employees","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,82567,12,https://www.linkedin.com/company/leblanc-group/,LeBLANC Group,,51-200 employees,https://www.linkedin.com/company/18sixty2/,Julius Meinl NSW (18sixty2 Pty Ltd),,2-10 employees,https://www.linkedin.com/company/bank-of-queensland/,Bank of Queensland,,"1,001-5,000 employees",https://www.linkedin.com/company/schweigen/,Schweigen Pty Ltd,,11-50 employees,https://www.linkedin.com/company/kleen-maid-inc./,kleen Maid Inc.,,11-50 employees,https://www.linkedin.com/company/onesightorg/,OneSight,,51-200 employees,2018-10-23T03:44:59.341Z
https://www.linkedin.com/company/kogan,https://www.linkedin.com/company/kogan,Kogan.com,Retail,"South Melbourne, VIC","We’re Kogan.com - pioneers of Australian e-commerce.

We were born in a south-eastern suburb Melbourne garage in 2006 from a young entrepreneur's idea to revolutionise the supply-chain to make the latest products more affordable. Now, we’re the largest Australian pure-play online retail website with hundreds of thousands of visitors each day and a customer base of over a million Aussie shoppers. 

Our success is built off technology and digital efficiency to make the most in-demand products and services more affordable and accessible for all Australians. 

In our team, we thrive in a dynamic, fast-paced, high-performance culture where we work hard and play harder. We aren’t afraid of change, we embrace it.

We love being pushed outside our comfort zone and being challenged to continuously deliver the best value to our customers and that sets us apart from the rest.",http://www.kogan.com/,51-200 employees,https://media.licdn.com/dms/image/C560BAQGVTbAFKrSwKg/company-logo_200_200/0?e=1548288000&v=beta&t=3F29abpaNMKzKtKDDUFGXZjZhtCm0mA9-EDERHWjbyc,"Retail, Consumer Electronics, Technology, eCommerce, Digital Marketing, Sports & Outdoors, Gadgets, Tools & Automotive, Fashion & Accessories, Home & Garden, Telecommunications, Travel, and Health & Beauty",2006,1019795,122,https://www.linkedin.com/company/jb-hifi/,JB Hi-Fi,,"5,001-10,000 employees",https://www.linkedin.com/company/catch.com.au/,Catch.com.au,,"501-1,000 employees",https://www.linkedin.com/company/milan-direct-pty-ltd/,Milan Direct,,11-50 employees,https://www.linkedin.com/company/jbhifisolutions/,JB Hi-Fi Solutions,,"501-1,000 employees",https://www.linkedin.com/company/harvey-norman/,Harvey Norman,,"10,001+ employees",https://www.linkedin.com/company/estudio-jur-dico-kogan/,Kogan,,2-10 employees,2018-10-23T03:45:01.306Z
