link,query,name,industry,description,website,size,logo,linkedinID,employeesOnLinkedIn,RelatedCompany1LinkedInURL,RelatedCompany1Name,RelatedCompany1Sector,RelatedCompany1EmployeesRange,RelatedCompany2LinkedInURL,RelatedCompany2Name,RelatedCompany2Sector,RelatedCompany2EmployeesRange,RelatedCompany3LinkedInURL,RelatedCompany3Name,RelatedCompany3Sector,RelatedCompany3EmployeesRange,RelatedCompany4LinkedInURL,RelatedCompany4Name,RelatedCompany4Sector,RelatedCompany4EmployeesRange,RelatedCompany5LinkedInURL,RelatedCompany5Name,RelatedCompany5Sector,RelatedCompany5EmployeesRange,RelatedCompany6LinkedInURL,RelatedCompany6Name,RelatedCompany6Sector,RelatedCompany6EmployeesRange,timestamp,location,specialities,yearFounded
https://www.linkedin.com/company/awb,https://www.linkedin.com/company/awb,AWB,Consumer Goods,"The AWB Group aims to be Australia's leading agribusiness with strong positions in grain trading, rural and financial services.

AWB was previously the monopoly wheat exporter for Australia.   AWB operations predominantly in Australia, with grain trading operations in Geneva, Brasil and India.   

AWB owns Landmark, a leading agribusiness company, which offers merchandise, fertiliser, farm services, wool, livestock, finance, insurance and real estate to Australian primary producers. 

Landmark is Australia’s largest distributor of merchandise and fertiliser, with 2000 employees servicing 100,000 clients in our national network of around 400 locations.

AWB GrainFlow Pty Ltd (""Grainflow"") is a subsidiary company of AWB Limited, which commenced operation in 1999. AWB GrainFlow now operates a network of 22 storage centres along the east coast and into South Australia. The focus of these operations has been the efficient and cost effective receival, storage and outturn of large quantities of bulk cereals.

AWB GrainFlow has sought to introduce a strong commercial focus to the grain storage and handling industry. Grower and grain marketer needs are paramount in AWB GrainFlow’s business philosophy.",http://www.awb.com.au/,"1,001-5,000 employees","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",13491,630,https://www.linkedin.com/company/a-world-beneath/,A World Beneath,,11-50 employees,https://www.linkedin.com/company/awb-consulting/,AWB Consulting - Horsa Company,,11-50 employees,https://www.linkedin.com/company/cargill/,Cargill,,"10,001+ employees",https://www.linkedin.com/company/graincorp/,GrainCorp,,"1,001-5,000 employees",https://www.linkedin.com/company/awb-abfallwirtschaftsbetriebe-k%C3%B6ln-gmbh-&-co-kg/,"AWB, Abfallwirtschaftsbetriebe Köln GmbH & Co. KG",,2-10 employees,https://www.linkedin.com/company/awb-bv/,AWB - projectpartner in verwarming,,51-200 employees,2018-10-23T04:06:24.248Z,,,
https://www.linkedin.com/company/bank-of-queensland,https://www.linkedin.com/company/bank-of-queensland,Bank of Queensland,Financial Services,"Thanks for stopping by the BOQ LinkedIn Page! We’re on a mission to become Australia’s most loved bank. No walk in the park, but it’s how we go about things that make it possible. We’ll do it by getting face-to-face, one-to-one and creating real, long-lasting relationships with our customers. Flash-in-the-pan financial arrangements aren’t for us.

Like any close relationship good communication is everything. In fact, getting personal is what we’re all about. Being able to talk to us on social media should be more like chatting with a good friend over coffee.  So feel free to share the love by sharing our posts, ask questions, or tell us what you think of our new look?",http://www.boq.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C4E0BAQEQyuf38TaBrQ/company-logo_200_200/0?e=1548288000&v=beta&t=wkd5IzdB7oKyg7jG8kjGdMrCFp9jKe_cz_WNQp_JDtg,"19851,3056990,876733,4788175,2974954",2700,https://www.linkedin.com/company/suncorp/,Suncorp Group,,"10,001+ employees",https://www.linkedin.com/company/commonwealthbank/,Commonwealth Bank,,"10,001+ employees",https://www.linkedin.com/company/national-australia-bank/,National Australia Bank,,"10,001+ employees",https://www.linkedin.com/company/anz/,ANZ,,"10,001+ employees",https://www.linkedin.com/company/westpac/,Westpac,,"10,001+ employees",https://www.linkedin.com/company/cua---credit-union-australia-limited/,CUA - Credit Union Australia Limited,,"501-1,000 employees",2018-10-23T04:06:26.022Z,"Newstead, QLD",Personal & Business Banking and Unique Owner-Manager Model,
https://www.linkedin.com/company/billabong,https://www.linkedin.com/company/billabong,Billabong,Apparel & Fashion,"Billabong was founded in 1973 by Gordon and Rena Merchant. The name came from the same word billabong, which is a stagnant body of water attached to a waterway.

In addition to the Billabong brand name, the company sells surf and skate clothing, hardware and accessories under the following brands: RVCA, Honolua Surf,  VonZipper, Xcel Wetsuits, and Element. The brands are available at various surf and skateboard store locations worldwide.

The company has approximately 5,000 staff worldwide and its shares are publicly listed on the Australian Securities Exchange.

Billabong International's products are licensed and distributed in more than 100 countries and are available in approximately 11,000 doors worldwide. Products are distributed through specialized boardsports retailers and through the Company's own branded retail outlets.

The majority of revenue is generated through wholly-owned operations in Australia, North America, Europe, Japan, New Zealand, South Africa and Brazil.

The Company's brands are marketed and promoted internationally through association with high profile professional athletes, junior athletes and events. 

Read more here: http://www.billabongbiz.com

For Jobs at Billabong & Family Brands: http://jobs.bbg-usa.com",http://www.billabong.com/,"5,001-10,000 employees",https://media.licdn.com/dms/image/C560BAQGQ4B3ug60EbQ/company-logo_200_200/0?e=1548288000&v=beta&t=IQnXZ_InpXjwCwEbY3UiBpRn6JwHoA-VSWdF-4Ex7D8,31407,1218,https://www.linkedin.com/company/quiksilver/,Quiksilver,,"1,001-5,000 employees",https://www.linkedin.com/company/hurley/,Hurley,,51-200 employees,https://www.linkedin.com/company/volcom/,VOLCOM,,201-500 employees,https://www.linkedin.com/company/vans/,Vans a Division of VF Outdoor,,"10,001+ employees",https://www.linkedin.com/company/rip-curl/,Rip Curl,,51-200 employees,https://www.linkedin.com/company/nike/,Nike,,"10,001+ employees",2018-10-23T04:06:27.937Z,"Irvine, CA","Surf, Snow and Wake",1973
https://www.linkedin.com/company/cimic-group-limited,https://www.linkedin.com/company/cimic-group-limited,CIMIC Group Limited,Civil Engineering,"CIMIC Group Limited (ASX: CIM) is a world-leading infrastructure, mining, services and public private partnerships group. We have businesses in construction (CPB Contractors and Leighton Asia), mining and mineral processing (Thiess and Sedgman), operation and maintenance services (UGL), public private partnerships (Pacific Partnerships) and engineering (EIC Activities). Our mission is to generate sustainable shareholder returns by delivering innovative and competitive solutions for clients and safe, fulfilling careers for our people.

With a history since 1899, and more than 50,000 people in 20 countries, we strive to be known for our principles of Integrity, Accountability, Innovation and Delivery, underpinned by Safety. CIMIC is a member of the S&P/ASX 100 index, the Dow Jones Sustainability Australia Index and FTSE4Good.

CIMIC also has a 45% investment in HLG Contracting, a 59.11% investment in Devine and a 47% investment in Ventia.

The principles of Integrity, Accountability, Innovation and Delivery underpin CIMIC’s operations. These principles provide a shared language and identity for CIMIC and guide its actions. Each of these principles is underpinned by a continual focus on safety which is fundamental to CIMIC’s operations.",https://www.cimic.com.au/,"10,001+ employees",https://media.licdn.com/dms/image/C4D0BAQFjYeidcgrGng/company-logo_200_200/0?e=1548288000&v=beta&t=jxRzL6H0ZO2JJ9u6tFROI8C0uGPAvr_oVQgYKlW22Oc,"829492,6673205,6374687,1266220",990,https://www.linkedin.com/company/cpb-contractors/,CPB Contractors,,"10,001+ employees",https://www.linkedin.com/company/thiess/,Thiess,,"10,001+ employees",https://www.linkedin.com/company/downer/,Downer,,"10,001+ employees",https://www.linkedin.com/company/lend-lease/,Lendlease,,"10,001+ employees",https://www.linkedin.com/company/john-holland/,John Holland,,"1,001-5,000 employees",https://www.linkedin.com/company/ugl-limited/,UGL,,"5,001-10,000 employees",2018-10-23T04:06:30.064Z,"North Sydney, NSW","Mining, Construction, Maintenance services, Public private partnerships, Engineering, and Mineral processing",1949
https://www.linkedin.com/company/crazy-john%27s,https://www.linkedin.com/company/crazy-john%27s,Crazy John's,Telecommunications,"Started in 1991, Crazy John’s has grown to become one of Australia’s most recognised mobile phone companies. Part of the VHA group, with 90 retail outlets across Australia and Crazy John’s products in over 6000 3rd party outlets, and the employer of more than 600 staff, the company prides itself on offering customers the best deals on the biggest brands and making sure customers always get more with Crazy John’s.",http://crazyjohns.com.au/,"501-1,000 employees",https://media.licdn.com/dms/image/C560BAQEkL3P-hcH09A/company-logo_200_200/0?e=1548288000&v=beta&t=D1I6spunDzsy4xIjlvb4bEdbjUYvxbc4ccUfk7rc4Uc,35815,67,https://www.linkedin.com/company/john-s-crazy-socks/,John's Crazy Socks,,2-10 employees,https://www.linkedin.com/company/crazy-johns/,CRAZY JOHNS,,2-10 employees,https://www.linkedin.com/company/vodafone/,Vodafone,,"10,001+ employees",https://www.linkedin.com/company/no-limit-plumbing-ltd/,NO LIMIT PLUMBING LTD,,none,https://www.linkedin.com/company/casey-cardinia-libraries/,Casey Cardinia Libraries,,51-200 employees,https://www.linkedin.com/company/black-magic-marker/,Black Magic Marker,,11-50 employees,2018-10-23T04:06:31.790Z,"Port Melbourne, Victoria",,1991
https://www.linkedin.com/company/crown-resorts,https://www.linkedin.com/company/crown-resorts,Crown Resorts,Gambling & Casinos,"Crown is one of Australia’s largest entertainment groups.  The group’s core businesses and investments are in the integrated resorts sector. In Australia, Crown wholly owns and operates two of Australia’s leading integrated resorts, Crown Melbourne Entertainment Complex and Crown Perth Entertainment Complex.  Overseas, Crown also fully owns and operates Crown Aspinall's in London.

CROWN MELBOURNE

The Crown Melbourne Entertainment Complex in Melbourne is one of the largest integrated resorts in the southern hemisphere comprising a casino, hotels, function rooms, restaurants, shopping and entertainment facilities. 

In 2013, Crown was awarded the prestigious Australian Employer of the Year at the Australian Training Awards, following the 2013 Victorian Employer of the Year award by the Victorian Government. We have previously won both awards as recently as 2010.

In February 2014, Crown Melbourne was awarded the 2014 Casino / Integrated Resort of the Year at the prestigious International Gaming Awards (IGA) in London. 

CROWN PERTH

Crown Perth is the largest single-site private sector employer in Western Australia with more than 5,800 people working on site. Crown Perth is renowned for its world-class facilities, entertainment, premium restaurants and luxury accommodation, 

Crown Perth was awarded Employer of the Year at the 2015 Australian Training Awards. The awards recognise outstanding individuals, businesses and registered training organisations for their contribution to employee development in Australia.

Crown Perth's new six-star hotel, Crown Towers Perth, opened in 2017. The hotel was a finalist in the category 'Best Australian Hotel'​ at the 2018 Travel + Leisure World’s Best Awards Gold List and received several accolades in 2017 including the International Hotel & Property Awards Winner - Best Hotel Suite Asia Pacific: the Chairman's Villa, and succeeded in several award categories at the 2017 AHA WA Accommodation Awards for Excellence.

Crown Towers Perth boasts around 500 luxury rooms, bringing Crown Perth’s capacity to 1,200. Intelligently designed with the latest in luxury hotel technology and hosting Crown Towers’ renowned service, guests will have the opportunity to experience hotel indulgence in Perth unlike any other.",http://www.crownresorts.com.au/,"10,001+ employees",https://media.licdn.com/dms/image/C510BAQEYCO11ZZIONA/company-logo_200_200/0?e=1548288000&v=beta&t=WRXQHS6ZUToMRA7IlbNDMXPjgkM6x-PWhz0KyGZVV6o,163269,3479,https://www.linkedin.com/company/thestar-entertainment-group/,The Star Entertainment Group,,"5,001-10,000 employees",https://www.linkedin.com/company/crown-casinos/,Crown Casinos,,none,https://www.linkedin.com/company/qantas/,Qantas,,"10,001+ employees",https://www.linkedin.com/company/the-star/,The Star Sydney,,"1,001-5,000 employees",https://www.linkedin.com/company/virgin-australia/,Virgin Australia,,"5,001-10,000 employees",https://www.linkedin.com/company/national-australia-bank/,National Australia Bank,,"10,001+ employees",2018-10-23T04:06:33.788Z,"Melbourne, Victoria","Gaming, Hotels, Food & Beverage, Capital Projects, Security Services, Corporate Services, and Property Services",1994
https://www.linkedin.com/company/david-jones,https://www.linkedin.com/company/david-jones,David Jones,Retail,"At David Jones we want to inspire people by providing an exceptional experience. As a leading international retailer, David Jones is a place where people can explore and define their personal style as a destination offering impeccable service and customer experience.  By enabling and empowering our employees, David Jones ensure that we are a destination for endless possibilities.

Our first store opened in Sydney in 1838 and since then we have grown to 44 stores and a fulfilment centre, with plans to continue to open additional stores in the future. We offer our customers the best international and local brands across fashion, beauty, food and home and as an established omni-channel retailer, our customers have the luxury to shop with us at all times, from any location via their mobile devices. 

In 2014 we were acquired by Woolworths Holdings Limited (WHL), a South African-based retailer with operations across the Southern Hemisphere. WHL consists of three main operating divisions including David Jones. The others are Woolworths South Africa, based in South Africa and operating across 11 countries in sub-Saharan Africa, and Country Road Group and their brands Country Road, Trenery, Witchery, Mimco and Politix. 

Throughout our rich history of service excellence, we believe the key to our success is an intense pride in our shared values. Living our values in all that we think and do is how we make a difference.

Our Vision and Values will ensure that all parts of our business work together cohesively to deliver customer-centric outcomes to support the initiatives in our Transformation Strategy.

David Jones - One Name : Endless Possibilities",http://www.davidjones.com.au/,"5,001-10,000 employees",https://media.licdn.com/dms/image/C4D0BAQEWZWLdMe6EcQ/company-logo_200_200/0?e=1548288000&v=beta&t=WM7StCyk8EhyldUNhbzKwByLB7zNxCzFjzdfuj8YlYM,13225,4349,https://www.linkedin.com/company/country-road/,Country Road Group,,"5,001-10,000 employees",https://www.linkedin.com/company/myer/,MYER,,"10,001+ employees",https://www.linkedin.com/company/sportsgirl/,Sportsgirl,,"501-1,000 employees",https://www.linkedin.com/company/cotton-on-group/,Cotton On Group,,"10,001+ employees",https://www.linkedin.com/company/the-iconic/,THE ICONIC,,"501-1,000 employees",https://www.linkedin.com/company/cosmetics-cubed/,MECCA Brands,,"1,001-5,000 employees",2018-10-23T04:06:35.846Z,"Burnley, Victoria",,1838
https://www.linkedin.com/company/eagle-boys-pizza,https://www.linkedin.com/company/eagle-boys-pizza,Eagle Boys,Retail,"Eagle Boys has delivered delicious, great value pizzas to Australian since 1987.

The Australian owned and operated network began as a single pizza store in regional, New South Wales and has grown to become one of Australia’s largest pizza makers.

You can find Eagle Boys Pizza stores all across Australia in Queensland, New South Wales, Victoria, South Australia, Western Australia and Northern Territory, as well as throughout parts of India and Papua New Guinea.

The network takes pride in offering a variety of products including gourmet pizzas, gluten-free, low fat and healthy options. A growing number of stores are now serving Halal accredited offerings.

The cornerstone of the Eagle Boys network is passion. The business thrives because of this passion and dedication shown by franchisees, team members and support office staff, all of which have come together to make pizza a happy experience.

The organisation has an open culture and embraces new business ideas, innovation, community involvement, and franchise support opportunities.

Focused on making pizza happy, Eagle Boys is customer-focused and continually strives to improve its customer satisfaction and service.
 
Eagle Boys’s franchisees commit 110% to service ensuring customers are constantly impressed with the exceptional product, which is a convenient, enjoyable and quality meal for themselves and their family.",http://www.eagleboys.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C510BAQFwQToBb5HM0A/company-logo_200_200/0?e=1548288000&v=beta&t=_Qp28iVXET-TvCHq8FDbXnXBS4keRh-PArdC8cpC5IQ,135180,164,https://www.linkedin.com/company/bakers-delight/,Bakers Delight,,"5,001-10,000 employees",https://www.linkedin.com/company/woolworths-group/,Woolworths Group,,"10,001+ employees",https://www.linkedin.com/company/various-companies-global/,Various Companies,,"10,001+ employees",https://www.linkedin.com/company/racq/,RACQ,,"1,001-5,000 employees",https://www.linkedin.com/company/soul-origin/,Soul Origin,,201-500 employees,https://www.linkedin.com/company/cobs-bread/,COBS Bread,,"10,001+ employees",2018-10-23T04:06:37.656Z,"Brisbane, Queensland",,1987
https://www.linkedin.com/company/eftel,https://www.linkedin.com/company/eftel,EFTel,Information Technology and Services,,,51-200 employees,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",44280,47,https://www.linkedin.com/company/efteling/,Efteling,,"1,001-5,000 employees",https://www.linkedin.com/company/to-the-moon-and-back-weddingplanner/,To the moon and back Weddingplanner,,0-1 employees,https://www.linkedin.com/company/endemol-design/,Endemol Design,,201-500 employees,https://www.linkedin.com/company/castelijn-&-beerens-bv/,Castelijn & Beerens BV,,none,https://www.linkedin.com/company/endemol-beyond-nl/,Endemol Shine Beyond NL,,11-50 employees,https://www.linkedin.com/company/talpa-music-b.v./,BMG Talpa Music B.V.,,11-50 employees,2018-10-23T04:06:39.366Z,,,
https://www.linkedin.com/company/elfin-sports-cars-pty-ltd-,https://www.linkedin.com/company/elfin-sports-cars-pty-ltd-,Elfin Sports Cars Pty Ltd.,Automotive,"Elfin Sports Cars, built fast to win. Renowned for race-like handling and class-leading power-to-weight ratio, Elfin road cars have been favourites of club racers and true performance car enthusiasts who relish supercar-like performance in a purist and exclusive package.",http://www.elfin.com.au/,2-10 employees,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",5686781,2,https://www.linkedin.com/company/brilliance-off-road/,Brilliance OffRoad,,2-10 employees,https://www.linkedin.com/company/ifr-automotive/,IFR Automotive,,11-50 employees,https://www.linkedin.com/company/shenyang-jinbei-automotive-company-limted/,Shenyang Jinbei Automotive Company Limted,,0-1 employees,https://www.linkedin.com/company/hanhen-shipping-china-co.-ltd/,LIYANG INTERNATIONAL GROUP CO.,,201-500 employees,https://www.linkedin.com/company/chery-quantum-auto.-co.-ltd/,"Chery Quantum Auto. Co., Ltd",,201-500 employees,https://www.linkedin.com/company/shenyang-brilliance-jinbei-automobile-co.-ltd/,"Shenyang Brilliance Jinbei Automobile Co.,Ltd",,"5,001-10,000 employees",2018-10-23T04:06:40.993Z,"Braeside, Victoria",,
https://www.linkedin.com/company/enviromission-limited,https://www.linkedin.com/company/enviromission-limited,EnviroMission Limited,Renewables & Environment,"EnviroMission Limited is a renewables and environment company based out of 238 Albert Rd , South Melbourne, Victoria, Australia.",http://enviromission.com.au/,2-10 employees,https://media.licdn.com/dms/image/C4E0BAQGZZNw9vJPX0Q/company-logo_200_200/0?e=1548288000&v=beta&t=V8Oq_q3yzRkT4lmE4BF0lck4GOsSO9sgSNHNDWYhV3g,7611621,9,https://www.linkedin.com/company/commonwealthbank/,Commonwealth Bank,,"10,001+ employees",https://www.linkedin.com/company/atkinsacuity/,Atkins Acuity,,51-200 employees,https://www.linkedin.com/company/austar/,Austar,,"501-1,000 employees",https://www.linkedin.com/company/cole's/,Cole's,,2-10 employees,https://www.linkedin.com/company/country-energy/,Country Energy,,"1,001-5,000 employees",https://www.linkedin.com/company/wine-selectors/,Wine Selectors,,201-500 employees,2018-10-23T04:06:42.550Z,"South Melbourne, Victoria",,2001
https://www.linkedin.com/company/eraring-energy,https://www.linkedin.com/company/eraring-energy,Eraring Energy,Oil & Energy,"Eraring Energy was a state owned corporation that managed a diverse set of electricity generating assets located throughout New South Wales, Australia. Eraring Energy’s portfolio comprised a number of generators including thermal power station, New South Wales' first wind farm, hydro sites, and pumped storage schemes.

On 1 August 2013, Origin completed its acquisition of Eraring Energy including the Eraring, Bendeela and Kangaroo Valley Power Stations. The remaining assets were moved into a new state owned corporation; Green State Power.",http://www.originenergy.com.au/careers,"1,001-5,000 employees",https://media.licdn.com/dms/image/C510BAQFf1oniy__LoQ/company-logo_200_200/0?e=1548288000&v=beta&t=J1n9uWAS3kCEFz25Kio7O9uORThTPq0ApgmwzgY1jb0,80954,70,https://www.linkedin.com/company/origin-energy/,Origin Energy,,"5,001-10,000 employees",https://www.linkedin.com/company/snowy-hydro-limited/,Snowy Hydro Limited,,"501-1,000 employees",https://www.linkedin.com/company/central-coast-council/,Central Coast Council,,"1,001-5,000 employees",https://www.linkedin.com/company/energyaustralia/,EnergyAustralia,,"1,001-5,000 employees",https://www.linkedin.com/company/westrac/,WesTrac Cat,,"1,001-5,000 employees",https://www.linkedin.com/company/orica/,Orica,,"10,001+ employees",2018-10-23T04:06:44.222Z,"Eraring, NSW","Power Generation, Sustainability Initiatives, and Energy",2000
https://www.linkedin.com/company/foodland-supermarkets-australia,https://www.linkedin.com/company/foodland-supermarkets-australia,Foodland Supermarkets Australia,Retail,"Both local and independent, Foodland Supermarkets have been servicing South Australians for over 50 years. With 118 stores and counting, Foodland has established itself as an iconic brand in the SA retail sector. Foodland has the highest state market share for independent supermarket operators in Australia. Foodland really are The Mighty South Aussies!",https://www.foodlandsa.com.au/,"5,001-10,000 employees",https://media.licdn.com/dms/image/C4E0BAQFzJ-Lnx091-A/company-logo_200_200/0?e=1548288000&v=beta&t=LSP077FkLIFoDIIUo0lIF1gX4WQ8s2wfLjZLYPiMeKg,7939017,172,https://www.linkedin.com/company/coles/,Coles,,"10,001+ employees",https://www.linkedin.com/company/foodland/,Foodland,,51-200 employees,https://www.linkedin.com/company/iga-supermarkets3345/,IGA Supermarkets,,201-500 employees,https://www.linkedin.com/company/metcash/,Metcash,,"5,001-10,000 employees",https://www.linkedin.com/company/foodland.gr/,Foodland.gr,,2-10 employees,https://www.linkedin.com/company/shaw's-supermarkets/,Shaw's Supermarkets,,"10,001+ employees",2018-10-23T04:06:46.042Z,,"Retail, Grocery, Local Produce, and South Australian Community",1962
https://www.linkedin.com/company/halfbrick,https://www.linkedin.com/company/halfbrick,Halfbrick,Computer Games,"Founded in 2001, Halfbrick has been on the forefront of the Australian game development industry for many years. Recently, after many years of developing licensed titles for platforms such as GBA, DS and PSP, Halfbrick has begun expanding its portfolio with a range of independently released games for downloadable platforms.    With the success of Fruit Ninja and Jetpack Joyride on iPhone and iPad, Halfbrick has catapulted to become one of the most well known indie developers in the world, proving that a little dev down under has the world class skills needed to make a big splash on the global market.  

With an awesome team of over 60 of the best people in the business, Halfbrick Studios values its people and strives to provide a creative, rewarding environment where we can pursue our passion for creating great games!",http://www.halfbrick.com/,51-200 employees,https://media.licdn.com/dms/image/C4E0BAQHs-2sl0k2h2A/company-logo_200_200/0?e=1548288000&v=beta&t=N1WiY_QHzZZN5I8zRuA2v75u2COGswoVEEuoUyCe3Qc,1347651,56,https://www.linkedin.com/company/kiloo/,Kiloo,,51-200 employees,https://www.linkedin.com/company/zeptolab/,ZeptoLab,,51-200 employees,https://www.linkedin.com/company/imangi-studios/,Imangi Studios,,11-50 employees,https://www.linkedin.com/company/big-ant-studios/,Big Ant Studios,,51-200 employees,https://www.linkedin.com/company/torus-games/,Torus Games,,11-50 employees,https://www.linkedin.com/company/ketchapp/,Ketchapp,,2-10 employees,2018-10-23T04:06:47.946Z,Brisbane,Game Development,2001
https://www.linkedin.com/company/healthscope,https://www.linkedin.com/company/healthscope,Healthscope,Hospital & Health Care,"Healthscope is a leading private healthcare provider in Australia with 45 hospitals.

We also have market leading international pathology operations in New Zealand.

We believe in the provision of quality healthcare for our patients.

Our team of over 18,000 employees understand that healthcare is a special business, 24/7, 365 days a year our team provide quality care and positively contribute to the clinical outcomes of our patients.",http://www.healthscope.com.au/,"10,001+ employees",https://media.licdn.com/dms/image/C4D0BAQGgFRGA_OyNmQ/company-logo_200_200/0?e=1548288000&v=beta&t=A3gYIyFni2B6-KF-qHQeH8TwwXnEFy1jeSro3Xxj-7Y,74479,2553,https://www.linkedin.com/company/ramsay-health-care/,Ramsay Health Care,,"10,001+ employees",https://www.linkedin.com/company/st-john-of-god-health-care/,St John of God Health Care,,"10,001+ employees",https://www.linkedin.com/company/health-scope-inc-/,"Healthscope, Inc.",,2-10 employees,https://www.linkedin.com/company/queensland-health/,Queensland Health,,"10,001+ employees",https://www.linkedin.com/company/healthe-care-australia/,Healthe Care Australia,,"5,001-10,000 employees",https://www.linkedin.com/company/health-department-western-australia/,Department of Health (WA Health),,"10,001+ employees",2018-10-23T04:06:50.387Z,"Melbourne, Victoria","Hospitals, Medical Centres, and Pathology",
https://www.linkedin.com/company/incat-crowther,https://www.linkedin.com/company/incat-crowther,Incat Crowther,Shipbuilding,"Incat Crowther is a diversified marine design business with offices in Sydney, Australia, Lafayette, Louisiana, USA and Winchester, United Kingdom. The company has a 35-year history with over 500 vessels in service to its designs. The company has a rich history of firsts, having developed the wave piercing catamaran and pioneering the use of catamaran passenger vessels in the tourism and commuter sectors. More recently, the company has been at the forefront of the use of catamaran hull forms in offshore vessels, as well as the continual evolution of monohull crew vessels with industry leading efficiency and performance. 
The company’s diverse product portfolio includes monohull, catamaran and trimaran hullforms serving a vast range of sectors, including commercial, recreational, military and passenger. Construction materials include composite, aluminium and steel construction, with the company possessing leading-edge engineering experience in all materials.
Incat Crowther offers a full range of services, ranging from preliminary design and operational studies through to full functional design packages including 3D systems design. The company has a world-class network of suppliers and shipyards which combine to provide the optimal outcome for a project with minimal technical risk.",http://incatcrowther.com/,11-50 employees,https://media.licdn.com/dms/image/C4E0BAQEQUODt7dmB2g/company-logo_200_200/0?e=1548288000&v=beta&t=mgaZwYrM10T8gDVESpFhv0yYm-W8n7dsSMBRrS34J-0,7959718,37,https://www.linkedin.com/company/austal-/,Austal,,"5,001-10,000 employees",https://www.linkedin.com/company/strategic-marine/,Strategic Marine,,"501-1,000 employees",https://www.linkedin.com/company/one2three-naval-architects/,One2three Naval Architects,,11-50 employees,https://www.linkedin.com/company/incat-tasmania/,Incat Tasmania P/L,,"501-1,000 employees",https://www.linkedin.com/company/incat-international-plc/,INCAT INTERNATIONAL PLC,,none,https://www.linkedin.com/company/incat-sp-z-o-o/,INCAT Sp. z.o.o.,,11-50 employees,2018-10-23T04:06:52.313Z,"Belrose, NSW",Naval Architecture and Marine Design,1973
https://www.linkedin.com/company/incitec-pivot,https://www.linkedin.com/company/incitec-pivot,Incitec Pivot Limited,Chemicals,"As a global manufacturer and marketer of commercial explosives and fertilisers, Incitec Pivot Limited is contributing to the production of the infrastructure, food, clothing, shelter and energy people need every day. 

IPL plays an essential role in the mining and agriculture industries which produce many of life's daily essentials. 

Today an Australian Securities Exchange (ASX) listed company, IPL had its origins in Europe and North America in the 19th century and Australia early last century.

IPL remains a leader in these industries and is playing its part to build a sustainable future.

Through Dyno Nobel (http://www.dynonobel.com), IPL is the leading supplier of industrial explosives and blasting services to the mining, quarrying, seismic and construction industries in North America and a major force in the Australian market.

Blasting is an essential step in extracting the minerals required to meet the world's demand for power, infrastructure and consumer goods. Mines, quarries and seismic explorers use Dyno Nobel products to achieve safety goals and improve operational efficiency. 

Incitec Pivot Fertilisers (http://www.incitecpivotfertilisers.com.au) is Australia's largest supplier of fertilisers, dispatching around two million tonnes each year for use in the Australian grain, cotton, pasture, dairy, sugar and horticulture industries.

Bulk and packaged fertiliser products are distributed to farmers through a network of more than 200 business partners and agents. The company supports farmers in all of eastern Australia, from tropical fruit growers in north Queensland to dairy producers in Tasmania.

IPL has also consolidated its international trading activities in its subsidiary, Southern Cross International - a part of Incitec Pivot Fertilisers.  As well as managing the company's procurement of products and raw materials, SCI actively markets IPL's own products in a number of offshore markets including India, Pakistan and Latin America.",http://www.incitecpivot.com.au/,"1,001-5,000 employees",https://media.licdn.com/dms/image/C560BAQHdDBijk3hMvg/company-logo_200_200/0?e=1548288000&v=beta&t=E7A3tTpPdCfi22rO_ZGkmcKAjmUloS1kyoC7upis3dg,"55801,163535",2575,https://www.linkedin.com/company/incitec-pivot-fertilisers-pty-ltd/,Incitec Pivot Fertilisers,,201-500 employees,https://www.linkedin.com/company/dyno-nobel/,Dyno Nobel,,"1,001-5,000 employees",https://www.linkedin.com/company/incitec-pivot-limited/,Incitec Pivot Limited,,none,https://www.linkedin.com/company/orica/,Orica,,"10,001+ employees",https://www.linkedin.com/company/austin-powder-company/,Austin Powder Company,,"1,001-5,000 employees",https://www.linkedin.com/company/bhp/,BHP,,"10,001+ employees",2018-10-23T04:06:54.424Z,"Southbank, Victoria","Explosives, Fertilisers, Chemicals, Manufacturing, and Mining services",
